,0
9504,"To say I’m an overrated troll, when you have never even seen me guard a bridge, is patently unfair."
9505,"It was reported that Guy Ritchie has cast his wife Madonna in a small walk-on role in his new movie, Revolver. Madonna will play the part of the woman who ruins the film."
9506,"Photoshop is just like makeup. When it’s done well it looks great, and when it’s overdone you look like a crazy asshole."
9507,And I can see Russia from my house.
9508,"If you retain nothing else, always remember the most important Rule of Beauty. “Who cares?”"
9509,"In a study, scientists report that drinking beer can be good for the liver. I'm sorry, did I say 'scientists'? I meant Irish people."
9510,I want to thank my parents for somehow raising me to have confidence that is disproportionate with my looks and abilities.
9511,"In order to feel safer on his private jet, actor John Travolta has purchased a bomb-sniffing dog. Unfortunately for the actor, the dog came six movies too late."
9512,
9513,"There is no time for despair, no place for self-pity, no need for silence, no room for fear. We speak, we write, we do language. That is how civilizations heal."
